127
120
1.580187 -19.291451 0.000011 0.727565 -0.657757 -0.194950
-0.000000 -19.784573 0.000011 0.217384 -0.951571 -0.217385
0.790093 -19.291451 -1.368470 0.301925 -0.559909 -0.771585
-0.000000 -19.784573 0.000011 0.079569 -0.951571 -0.296952
-0.000000 -19.291451 -1.580178 -0.053138 -0.670304 -0.740182
-0.000000 -19.784573 0.000011 -0.079569 -0.951571 -0.296952
-0.790094 -19.291451 -1.368470 -0.517249 -0.559909 -0.647268
-0.000000 -19.784573 0.000011 -0.217384 -0.951571 -0.217385
-1.368483 -19.291451 -0.790086 -0.667584 -0.670305 -0.324073
-0.000000 -19.784573 0.000011 -0.296953 -0.951571 -0.079568
-1.580188 -19.291451 0.000011 -0.819175 -0.559909 0.124318
-0.000000 -19.784573 0.000011 -0.296953 -0.951571 0.079568
-1.368483 -19.291451 0.790107 -0.614446 -0.670305 0.416110
-0.000000 -19.784573 0.000011 -0.217383 -0.951571 0.217386
-0.790094 -19.291451 1.368491 -0.301924 -0.559909 0.771585
-0.000000 -19.784573 0.000011 -0.079569 -0.951571 0.296953
-0.000000 -19.291451 1.580198 0.053137 -0.670304 0.740181
-0.000000 -19.784573 0.000011 0.079569 -0.951571 0.296953
0.790093 -19.291451 1.368491 0.517248 -0.559910 0.647268
-0.000000 -19.784573 0.000011 0.217383 -0.951571 0.217385
1.368482 -19.291451 0.790107 0.667583 -0.670305 0.324073
-0.000000 -19.784573 0.000011 0.296953 -0.951571 0.079568
1.580187 -19.291451 0.000011 0.727565 -0.657757 0.194950
2.472677 -17.845688 0.000011 0.829633 -0.512145 -0.222299
2.141402 -17.845688 -1.236329 0.676372 -0.521992 -0.519659
1.236338 -17.845688 -2.141392 0.425461 -0.525289 -0.736922
-0.000000 -17.845688 -2.472664 -0.111851 -0.521992 -0.845585
-1.236338 -17.845688 -2.141392 -0.425461 -0.525289 -0.736922
-2.141401 -17.845688 -1.236329 -0.788224 -0.521991 -0.325926
-2.472677 -17.845688 0.000011 -0.850925 -0.525287 0.000000
-2.141401 -17.845688 1.236349 -0.676372 -0.521992 0.519658
-1.236338 -17.845688 2.141417 -0.425460 -0.525291 0.736921
-0.000000 -17.845688 2.472685 0.111850 -0.521993 0.845585
1.236338 -17.845688 2.141417 0.425460 -0.525291 0.736922
2.141402 -17.845688 1.236349 0.788224 -0.521992 0.325926
2.472677 -17.845688 0.000011 0.829633 -0.512145 0.222299
2.500000 -17.846966 -0.004956 0.000000 -1.000000 0.000000
2.165063 -17.846966 1.227663 0.000000 -1.000000 0.000000
0.000000 -17.846966 -0.004956 0.000000 -1.000000 0.000000
2.500000 17.769894 0.008743 0.536294 0.831441 0.145237
0.000000 17.769894 0.008743 0.000000 1.000000 0.000000
2.165063 17.769894 1.248461 0.000000 1.000000 0.000000
2.500000 -17.846966 -0.004956 0.965008 -0.000101 0.262219
2.165063 -17.846966 1.227663 0.790157 -0.000403 0.612904
2.165063 17.769894 1.248461 0.864471 -0.000294 0.502683
1.250000 -17.846966 2.130002 -0.000000 -1.000000 0.000000
1.250000 17.769894 2.155998 0.000000 1.000000 0.000000
1.250000 17.769894 2.155998 0.379642 -0.000688 0.925133
1.250000 -17.846966 2.130002 0.495455 -0.000634 0.868633
0.000000 -17.846966 2.460283 0.000000 -1.000000 0.000000
0.000000 17.769894 2.488180 0.000000 1.000000 0.000000
0.000000 -17.846966 2.460283 -0.128978 -0.000744 0.991647
0.000000 17.769894 2.488180 0.000000 -0.000783 1.000000
-1.250000 -17.846966 2.130002 0.000000 -1.000000 0.000000
-1.250000 17.769894 2.155998 0.000000 1.000000 0.000000
-1.250000 17.769894 2.155998 -0.605179 -0.000536 0.796089
-1.250000 -17.846966 2.130002 -0.495455 -0.000634 0.868633
-2.165063 -17.846966 1.227663 0.000000 -1.000000 -0.000000
-2.165063 17.769894 1.248461 0.000000 1.000000 0.000000
-2.165063 -17.846966 1.227663 -0.922469 -0.000213 0.386072
-2.165063 17.769894 1.248461 -0.864471 -0.000294 0.502683
-2.500000 -17.846966 -0.004956 0.000000 -1.000000 0.000000
-2.500000 17.769894 0.008743 0.000000 1.000000 0.000000
-2.500000 17.769894 0.008743 -0.991285 0.000018 -0.131733
-2.500000 -17.846966 -0.004956 -1.000000 0.000000 0.000000
-2.165063 -17.846966 -1.237575 0.000000 -1.000000 0.000000
-2.165063 17.769894 -1.230976 -0.000000 1.000000 0.000000
-2.165063 -17.846966 -1.237575 -0.790157 0.000068 -0.612904
-2.165063 17.769894 -1.230976 -0.864471 0.000093 -0.502683
-1.250000 -17.846966 -2.139914 0.000000 -1.000000 0.000000
-1.250000 17.769894 -2.138513 -0.000000 1.000000 0.000000
-1.250000 17.769894 -2.138513 -0.379642 0.000024 -0.925133
-1.250000 -17.846966 -2.139914 -0.495455 0.000034 -0.868634
-0.000000 -17.846966 -2.470194 0.000000 -1.000000 0.000000
-0.000000 17.769894 -2.470695 0.000000 1.000000 0.000000
-0.000000 -17.846966 -2.470194 0.128978 0.000019 -0.991647
-0.000000 17.769894 -2.470695 0.000000 -0.000014 -1.000000
1.250000 -17.846966 -2.139914 0.000000 -1.000000 0.000000
1.250000 17.769894 -2.138513 0.000000 1.000000 0.000000
1.250000 17.769894 -2.138513 0.605180 0.000077 -0.796089
1.250000 -17.846966 -2.139914 0.495455 0.000034 -0.868634
2.165063 -17.846966 -1.237575 0.000000 -1.000000 0.000000
2.165063 17.769894 -1.230976 0.000000 1.000000 -0.000000
2.165063 -17.846966 -1.237575 0.922469 0.000084 -0.386072
2.165063 17.769894 -1.230976 0.864471 0.000093 -0.502683
2.500000 17.769894 0.008743 0.965198 0.000075 -0.261520
2.500000 -17.846966 -0.004956 0.965008 0.000101 -0.262219
0 1 2
3 4 1
5 6 4
7 8 6
9 10 8
11 12 10
13 14 12
15 16 14
17 18 16
19 20 18
21 22 20
23 24 22
25 2 26
2 1 26
26 1 4
26 4 27
27 4 28
4 6 28
28 6 8
28 8 29
29 8 30
8 10 30
30 10 12
30 12 31
31 12 32
12 14 32
32 14 16
32 16 33
33 16 34
16 18 34
34 18 20
34 20 35
35 20 36
20 22 36
36 22 24
36 24 37
38 39 40
41 42 39
43 44 42
45 46 44
47 48 46
49 50 48
51 52 50
53 54 52
55 56 54
57 58 56
59 60 58
61 62 60
63 40 64
40 39 64
64 39 42
64 42 65
65 42 66
42 44 66
66 44 46
66 46 67
67 46 68
46 48 68
68 48 50
68 50 69
69 50 70
50 52 70
70 52 54
70 54 71
71 54 72
54 56 72
72 56 58
72 58 73
73 58 74
58 60 74
74 60 62
74 62 75
76 77 78
79 80 81
82 79 83
79 84 83
77 85 78
81 80 86
83 84 87
83 87 88
85 89 78
86 80 90
88 87 91
87 92 91
89 93 78
90 80 94
91 92 95
91 95 96
93 97 78
94 80 98
96 95 99
95 100 99
97 101 78
98 80 102
99 100 103
99 103 104
101 105 78
102 80 106
104 103 107
103 108 107
105 109 78
106 80 110
107 108 111
107 111 112
109 113 78
110 80 114
112 111 115
111 116 115
113 117 78
114 80 118
115 116 119
115 119 120
117 121 78
118 80 122
120 119 123
119 124 123
121 76 78
122 80 79
123 124 125
123 125 126
