127
120
-0.000000 19.707718 0.017558 0.296444 0.951741 0.079432
1.371075 19.214596 0.809152 0.614016 0.670871 0.415834
1.583181 19.214596 0.017558 0.727080 0.658331 0.194820
-0.000000 19.707718 0.017558 0.217011 0.951741 0.217013
0.791590 19.214596 1.388631 0.301750 0.560589 0.771160
-0.000000 19.707718 0.017558 0.079433 0.951741 0.296444
-0.000000 19.214596 1.600740 -0.053113 0.670870 0.739670
-0.000000 19.707718 0.017558 -0.079433 0.951741 0.296444
-0.791590 19.214596 1.388631 -0.516968 0.560589 0.646904
-0.000000 19.707718 0.017558 -0.217011 0.951741 0.217013
-1.371075 19.214596 0.809152 -0.667129 0.670870 0.323839
-0.000000 19.707718 0.017558 -0.296444 0.951741 0.079432
-1.583181 19.214596 0.017558 -0.818719 0.560588 -0.124257
-0.000000 19.707718 0.017558 -0.296444 0.951741 -0.079432
-1.371075 19.214596 -0.774035 -0.614016 0.670870 -0.415833
-0.000000 19.707718 0.017558 -0.217011 0.951741 -0.217013
-0.791590 19.214596 -1.353515 -0.301750 0.560588 -0.771160
-0.000000 19.707718 0.017558 -0.079432 0.951741 -0.296444
-0.000000 19.214596 -1.565623 0.053113 0.670870 -0.739670
-0.000000 19.707718 0.017558 0.079432 0.951741 -0.296444
0.791590 19.214596 -1.353515 0.516968 0.560588 -0.646904
-0.000000 19.707718 0.017558 0.217011 0.951741 -0.217013
1.371075 19.214596 -0.774035 0.667129 0.670871 -0.323839
-0.000000 19.707718 0.017558 0.296444 0.951741 -0.079432
1.583181 19.214596 0.017558 0.727080 0.658331 -0.194820
2.477362 17.768833 0.017558 0.829221 0.512860 0.222189
2.145459 17.768833 1.256239 0.676022 0.522711 0.519391
1.238681 17.768833 2.163022 0.425238 0.526011 0.736536
-0.000000 17.768833 2.494918 -0.111794 0.522711 0.845148
-1.238681 17.768833 2.163022 -0.425238 0.526011 0.736536
-2.145458 17.768833 1.256239 -0.787818 0.522710 0.325757
-2.477362 17.768833 0.017558 -0.850480 0.526008 -0.000000
-2.145458 17.768833 -1.221122 -0.676022 0.522710 -0.519392
-1.238681 17.768833 -2.127900 -0.425239 0.526008 -0.736537
-0.000000 17.768833 -2.459801 0.111795 0.522710 -0.845148
1.238681 17.768833 -2.127900 0.425239 0.526008 -0.736537
2.145459 17.768833 -1.221122 0.787817 0.522711 -0.325757
2.477362 17.768833 0.017558 0.829221 0.512860 -0.222189
-0.000000 -19.784573 0.000011 0.296953 -0.951571 -0.079568
1.368482 -19.291451 -0.790086 0.614446 -0.670305 -0.416109
